spp	day	fung	rep	status
Y	5	B	2	0
Y	5	B	3	1
Y	5	B	4	1
Y	5	B	5	0
Y	5	B	6	0
Y	5	B	7	0
Y	5	B	8	1
Y	5	B	9	1
Y	5	B	10	0
Y	5	B	11	0
Y	5	B	12	1
Y	5	B	13	1
Y	5	B	14	1
Y	5	B	15	0
Y	5	B	16	0
Y	5	B	17	1
Y	5	B	18	1
Y	5	B	19	1
Y	5	B	20	0
Y	5	B	21	1
Y	5	B	22	1
Y	5	B	23	0
Y	5	B	24	0
Y	5	B	25	0
X	5	C	1	0
X	5	C	2	0
X	5	C	3	0
X	5	C	4	0
X	5	C	5	0
X	5	C	6	1
X	5	C	7	0
X	5	C	8	0
X	5	C	9	0
X	5	C	10	0
X	5	C	11	0
X	5	C	12	0
X	5	C	13	1
X	5	C	14	1
X	5	C	15	0
X	5	C	16	1
X	5	C	17	0
X	5	C	18	0
X	5	C	19	0
X	5	C	20	0
X	5	C	21	0
X	5	C	22	0
X	5	C	23	0
X	5	C	24	0
X	5	C	25	0
Y	5	C	1	1
Y	5	C	2	0
Y	5	C	3	0
Y	5	C	4	0
Y	5	C	5	1
Y	5	C	6	1
Y	5	C	7	0
Y	5	C	8	0
Y	5	C	9	1
Y	5	C	10	1
Y	5	C	11	0
Y	5	C	12	1
Y	5	C	13	0
Y	5	C	14	1
Y	5	C	15	0
Y	5	C	16	0
Y	5	C	17	0
Y	5	C	18	0
Y	5	C	19	0
Y	5	C	20	0
Y	5	C	21	0
Y	5	C	22	0
Y	5	C	23	1
Y	5	C	24	1
Y	5	C	25	0
X	5	D	1	1
X	5	D	2	1
X	5	D	3	1
X	5	D	4	0
X	5	D	5	0
X	5	D	6	0
X	5	D	7	0
X	5	D	8	0
X	5	D	9	1
X	5	D	10	1
X	5	D	11	0
X	5	D	12	0
X	5	D	13	1
X	5	D	14	0
X	5	D	15	1
X	5	D	16	1
X	5	D	17	0
X	5	D	18	1
X	5	D	19	0
X	5	D	20	0
X	5	D	21	0
X	5	D	22	0
X	5	D	23	1
X	5	D	24	1
X	5	D	25	0
Y	5	D	1	1
Y	5	D	2	0
Y	5	D	3	0
Y	5	D	4	1
Y	5	D	5	1
Y	5	D	6	1
Y	5	D	7	1
Y	5	D	8	0
Y	5	D	9	1
Y	5	D	10	1
Y	5	D	11	0
Y	5	D	12	0
Y	5	D	13	1
Y	5	D	14	0
Y	5	D	15	0
Y	5	D	16	0
Y	5	D	17	0
Y	5	D	18	0
Y	5	D	19	0
Y	5	D	20	0
Y	5	D	21	1
Y	5	D	22	1
Y	5	D	23	1
Y	5	D	24	1
Y	5	D	25	0
X	5	E	1	0
X	5	E	2	0
X	5	E	3	0
X	5	E	4	1
X	5	E	5	0
X	5	E	6	0
X	5	E	7	1
X	5	E	8	0
X	5	E	9	1
X	5	E	10	1
X	5	E	11	0
X	5	E	12	0
X	5	E	13	1
X	5	E	14	0
X	5	E	15	1
X	5	E	16	0
X	5	E	17	0
X	5	E	18	0
X	5	E	19	0
X	5	E	20	1
X	5	E	21	0
X	5	E	22	0
X	5	E	23	1
X	5	E	24	0
X	5	E	25	0
Y	5	E	1	0
Y	5	E	2	1
Y	5	E	3	1
Y	5	E	4	0
Y	5	E	5	0
Y	5	E	6	0
Y	5	E	7	1
Y	5	E	8	1
Y	5	E	9	0
Y	5	E	10	1
Y	5	E	11	1
Y	5	E	12	0
Y	5	E	13	1
Y	5	E	14	1
Y	5	E	15	0
Y	5	E	16	1
Y	5	E	17	0
Y	5	E	18	0
Y	5	E	19	1
Y	5	E	20	0
Y	5	E	21	0
Y	5	E	22	1
Y	5	E	23	1
Y	5	E	24	0
Y	5	E	25	1
X	6	test	1	1
X	6	test	2	1
X	6	test	3	1
X	6	test	4	1
X	6	test	5	1
X	6	test	6	1
X	6	test	7	1
X	6	test	8	1
X	6	test	9	0
X	6	test	10	1
X	6	test	11	1
X	6	test	12	1
X	6	test	13	1
X	6	test	14	0
X	6	test	15	1
X	6	test	16	1
X	6	test	17	1
X	6	test	18	1
X	6	test	19	1
X	6	test	20	1
X	6	test	21	0
X	6	test	22	1
X	6	test	23	1
X	6	test	24	1
X	6	test	25	1
Y	6	test	1	1
Y	6	test	2	0
Y	6	test	3	1
Y	6	test	4	1
Y	6	test	5	1
Y	6	test	6	1
Y	6	test	7	1
Y	6	test	8	0
Y	6	test	9	1
Y	6	test	10	1
Y	6	test	11	1
Y	6	test	12	1
Y	6	test	13	1
Y	6	test	14	1
Y	6	test	15	1
Y	6	test	16	1
Y	6	test	17	1
Y	6	test	18	1
Y	6	test	19	1
Y	6	test	20	1
Y	6	test	21	1
Y	6	test	22	1
Y	6	test	23	1
Y	6	test	24	1
Y	6	test	25	1
X	6	A	1	1
X	6	A	2	1
X	6	A	3	1
X	6	A	4	1
X	6	A	5	1
X	6	A	6	1
X	6	A	7	1
X	6	A	8	1
X	6	A	9	1
X	6	A	10	1
X	6	A	11	1
X	6	A	12	0
X	6	A	13	0
X	6	A	14	1
X	6	A	15	0
X	6	A	16	0
X	6	A	17	0
X	6	A	18	1
X	6	A	19	1
X	6	A	20	1
X	6	A	21	0
X	6	A	22	1
X	6	A	23	0
X	6	A	24	1
X	6	A	25	1
Y	6	A	1	1
Y	6	A	2	1
Y	6	A	3	1
Y	6	A	4	1
Y	6	A	5	0
Y	6	A	6	1
Y	6	A	7	1
Y	6	A	8	0
Y	6	A	9	1
Y	6	A	10	1
Y	6	A	11	0
Y	6	A	12	0
Y	6	A	13	1
Y	6	A	14	1
Y	6	A	15	1
Y	6	A	16	1
Y	6	A	17	1
Y	6	A	18	1
Y	6	A	19	1
Y	6	A	20	1
Y	6	A	21	1
Y	6	A	22	1
Y	6	A	23	1
Y	6	A	24	1
Y	6	A	25	0
X	6	B	1	1
X	6	B	2	0
X	6	B	3	0
X	6	B	4	0
X	6	B	5	0
X	6	B	6	0
X	6	B	7	0
X	6	B	8	0
X	6	B	9	0
X	6	B	10	1
X	6	B	11	0
X	6	B	12	0
X	6	B	13	1
X	6	B	14	0
X	6	B	15	0
X	6	B	16	0
X	6	B	17	0
X	6	B	18	0
X	6	B	19	0
X	6	B	20	0
X	6	B	21	0
X	6	B	22	0
X	6	B	23	0
X	6	B	24	1
X	6	B	25	0
Y	6	B	1	1
Y	6	B	2	0
Y	6	B	3	1
Y	6	B	4	1
Y	6	B	5	0
Y	6	B	6	0
Y	6	B	7	0
Y	6	B	8	1
Y	6	B	9	1
Y	6	B	10	0
Y	6	B	11	0
Y	6	B	12	1
Y	6	B	13	1
Y	6	B	14	1
Y	6	B	15	1
Y	6	B	16	1
Y	6	B	17	1
Y	6	B	18	1
Y	6	B	19	1
Y	6	B	20	0
Y	6	B	21	1
Y	6	B	22	1
Y	6	B	23	0
Y	6	B	24	0
Y	6	B	25	1
X	6	C	1	0
X	6	C	2	0
X	6	C	3	0
X	6	C	4	0
X	6	C	5	0
X	6	C	6	1
X	6	C	7	0
X	6	C	8	0
X	6	C	9	0
X	6	C	10	0
X	6	C	11	0
X	6	C	12	0
X	6	C	13	1
X	6	C	14	0
X	6	C	15	0
X	6	C	16	1
X	6	C	17	0
X	6	C	18	0
X	6	C	19	0
X	6	C	20	0
X	6	C	21	0
X	6	C	22	0
X	6	C	23	0
X	6	C	24	0
X	6	C	25	0
Y	6	C	1	1
Y	6	C	2	0
Y	6	C	3	0
Y	6	C	4	0
Y	6	C	5	0
Y	6	C	6	1
Y	6	C	7	0
Y	6	C	8	0
Y	6	C	9	1
Y	6	C	10	0
Y	6	C	11	0
Y	6	C	12	1
Y	6	C	13	0
Y	6	C	14	1
Y	6	C	15	0
Y	6	C	16	1
Y	6	C	17	0
Y	6	C	18	0
Y	6	C	19	0
Y	6	C	20	0
Y	6	C	21	1
Y	6	C	22	0
Y	6	C	23	0
Y	6	C	24	1
Y	6	C	25	0
X	6	D	1	1
X	6	D	2	1
X	6	D	3	1
X	6	D	4	1
X	6	D	5	0
X	6	D	6	0
X	6	D	7	0
X	6	D	8	1
X	6	D	9	1
X	6	D	10	0
X	6	D	11	0
X	6	D	12	0
X	6	D	13	1
X	6	D	14	1
X	6	D	15	1
X	6	D	16	1
X	6	D	17	0
X	6	D	18	1
X	6	D	19	1
X	6	D	20	1
X	6	D	21	0
X	6	D	22	0
X	6	D	23	1
X	6	D	24	1
X	6	D	25	0
Y	6	D	1	1
Y	6	D	2	0
Y	6	D	3	0
Y	6	D	4	1
Y	6	D	5	1
Y	6	D	6	1
Y	6	D	7	1
Y	6	D	8	0
Y	6	D	9	1
Y	6	D	10	1
Y	6	D	11	0
Y	6	D	12	0
Y	6	D	13	1
Y	6	D	14	0
Y	6	D	15	1
Y	6	D	16	0
Y	6	D	17	0
Y	6	D	18	0
Y	6	D	19	0
Y	6	D	20	0
Y	6	D	21	1
Y	6	D	22	1
Y	6	D	23	1
Y	6	D	24	1
Y	6	D	25	0
X	6	E	1	0
X	6	E	2	0
X	6	E	3	0
X	6	E	4	0
X	6	E	5	0
X	6	E	6	0
X	6	E	7	0
X	6	E	8	0
X	6	E	9	1
X	6	E	10	1
X	6	E	11	0
X	6	E	12	0
X	6	E	13	1
X	6	E	14	0
X	6	E	15	1
X	6	E	16	0
X	6	E	17	0
X	6	E	18	0
X	6	E	19	0
X	6	E	20	0
X	6	E	21	0
X	6	E	22	0
X	6	E	23	1
X	6	E	24	0
X	6	E	25	0
Y	6	E	1	0
Y	6	E	2	1
Y	6	E	3	1
Y	6	E	4	0
Y	6	E	5	0
Y	6	E	6	0
Y	6	E	7	1
Y	6	E	8	0
Y	6	E	9	0
Y	6	E	10	1
Y	6	E	11	1
Y	6	E	12	0
Y	6	E	13	1
Y	6	E	14	1
Y	6	E	15	0
Y	6	E	16	1
Y	6	E	17	0
Y	6	E	18	0
Y	6	E	19	1
Y	6	E	20	0
Y	6	E	21	1
Y	6	E	22	1
Y	6	E	23	1
Y	6	E	24	0
Y	6	E	25	1
X	7	test	1	1
X	7	test	2	1
X	7	test	3	1
X	7	test	4	1
X	7	test	5	1
X	7	test	6	1
X	7	test	7	1
X	7	test	8	1
X	7	test	9	0
X	7	test	10	1
X	7	test	11	1
X	7	test	12	1
X	7	test	13	1
X	7	test	14	0
X	7	test	15	1
X	7	test	16	1
X	7	test	17	1
X	7	test	18	1
X	7	test	19	1
X	7	test	20	1
X	7	test	21	0
X	7	test	22	1
X	7	test	23	1
X	7	test	24	1
X	7	test	25	1
Y	7	test	1	1
Y	7	test	2	0
Y	7	test	3	1
Y	7	test	4	1
Y	7	test	5	1
Y	7	test	6	1
Y	7	test	7	1
Y	7	test	8	0
Y	7	test	9	1
Y	7	test	10	1
Y	7	test	11	0
Y	7	test	12	0
Y	7	test	13	1
Y	7	test	14	1
Y	7	test	15	0
Y	7	test	16	1
Y	7	test	17	1
Y	7	test	18	1
Y	7	test	19	1
Y	7	test	20	1
Y	7	test	21	1
Y	7	test	22	1
Y	7	test	23	1
Y	7	test	24	1
Y	7	test	25	1
X	7	A	1	1
X	7	A	2	1
X	7	A	3	1
X	7	A	4	1
X	7	A	5	0
X	7	A	6	0
X	7	A	7	1
X	7	A	8	1
X	7	A	9	1
X	7	A	10	1
X	7	A	11	1
X	7	A	12	0
X	7	A	13	0
X	7	A	14	1
X	7	A	15	0
X	7	A	16	0
X	7	A	17	0
X	7	A	18	0
X	7	A	19	0
X	7	A	20	1
X	7	A	21	0
X	7	A	22	0
X	7	A	23	0
X	7	A	24	1
X	7	A	25	0
Y	7	A	1	1
Y	7	A	2	1
Y	7	A	3	1
Y	7	A	4	1
Y	7	A	5	0
Y	7	A	6	1
Y	7	A	7	1
Y	7	A	8	0
Y	7	A	9	1
Y	7	A	10	1
Y	7	A	11	0
Y	7	A	12	0
Y	7	A	13	1
Y	7	A	14	1
Y	7	A	15	1
Y	7	A	16	1
Y	7	A	17	1
Y	7	A	18	1
Y	7	A	19	1
Y	7	A	20	1
Y	7	A	21	1
Y	7	A	22	1
Y	7	A	23	1
Y	7	A	24	1
Y	7	A	25	0
X	7	B	1	1
X	7	B	2	0
X	7	B	3	0
X	7	B	4	0
X	7	B	5	0
X	7	B	6	0
X	7	B	7	0
X	7	B	8	0
X	7	B	9	0
X	7	B	10	1
X	7	B	11	0
X	7	B	12	0
X	7	B	13	1
X	7	B	14	0
X	7	B	15	0
X	7	B	16	0
X	7	B	17	0
X	7	B	18	0
X	7	B	19	0
X	7	B	20	0
X	7	B	21	0
X	7	B	22	0
X	7	B	23	0
X	7	B	24	1
X	7	B	25	0
Y	7	B	1	1
Y	7	B	2	0
Y	7	B	3	1
Y	7	B	4	1
Y	7	B	5	0
Y	7	B	6	0
Y	7	B	7	0
Y	7	B	8	1
Y	7	B	9	1
Y	7	B	10	0
Y	7	B	11	0
Y	7	B	12	1
Y	7	B	13	1
Y	7	B	14	1
Y	7	B	15	0
Y	7	B	16	0
Y	7	B	17	1
Y	7	B	18	1
Y	7	B	19	1
Y	7	B	20	0
Y	7	B	21	1
Y	7	B	22	1
Y	7	B	23	0
Y	7	B	24	0
Y	7	B	25	1
X	7	C	1	0
X	7	C	2	0
X	7	C	3	0
X	7	C	4	0
X	7	C	5	0
X	7	C	6	1
X	7	C	7	0
X	7	C	8	0
X	7	C	9	0
X	7	C	10	0
X	7	C	11	0
X	7	C	12	0
X	7	C	13	0
X	7	C	14	0
X	7	C	15	0
X	7	C	16	1
X	7	C	17	0
X	7	C	18	1
X	7	C	19	0
X	7	C	20	0
X	7	C	21	0
X	7	C	22	0
X	7	C	23	0
X	7	C	24	0
X	7	C	25	0
Y	7	C	1	1
Y	7	C	2	0
Y	7	C	3	0
Y	7	C	4	1
Y	7	C	5	0
Y	7	C	6	1
Y	7	C	7	0
Y	7	C	8	0
Y	7	C	9	1
Y	7	C	10	1
Y	7	C	11	0
Y	7	C	12	1
Y	7	C	13	0
Y	7	C	14	1
Y	7	C	15	0
Y	7	C	16	1
Y	7	C	17	0
Y	7	C	18	0
Y	7	C	19	0
Y	7	C	20	1
Y	7	C	21	1
Y	7	C	22	0
Y	7	C	23	0
Y	7	C	24	1
Y	7	C	25	0
X	7	D	1	1
X	7	D	2	1
X	7	D	3	1
X	7	D	4	1
X	7	D	5	0
X	7	D	6	0
X	7	D	7	0
X	7	D	8	1
X	7	D	9	1
X	7	D	10	0
X	7	D	11	0
X	7	D	12	0
X	7	D	13	1
X	7	D	14	1
X	7	D	15	1
X	7	D	16	1
X	7	D	17	0
X	7	D	18	1
X	7	D	19	1
X	7	D	20	1
X	7	D	21	0
X	7	D	22	0
X	7	D	23	1
X	7	D	24	1
X	7	D	25	0
Y	7	D	1	1
Y	7	D	2	0
Y	7	D	3	0
Y	7	D	4	1
Y	7	D	5	1
Y	7	D	6	1
Y	7	D	7	1
Y	7	D	8	0
Y	7	D	9	1
Y	7	D	10	1
Y	7	D	11	0
Y	7	D	12	0
Y	7	D	13	1
Y	7	D	14	0
Y	7	D	15	1
Y	7	D	16	0
Y	7	D	17	0
Y	7	D	18	0
Y	7	D	19	0
Y	7	D	20	0
Y	7	D	21	1
Y	7	D	22	1
Y	7	D	23	1
Y	7	D	24	1
Y	7	D	25	0
X	7	E	1	0
X	7	E	2	0
X	7	E	3	0
X	7	E	4	0
X	7	E	5	0
X	7	E	6	0
X	7	E	7	0
X	7	E	8	0
X	7	E	9	1
X	7	E	10	1
X	7	E	11	0
X	7	E	12	0
X	7	E	13	1
X	7	E	14	0
X	7	E	15	1
X	7	E	16	0
X	7	E	17	0
X	7	E	18	0
X	7	E	19	0
X	7	E	20	0
X	7	E	21	0
X	7	E	22	0
X	7	E	23	1
X	7	E	24	0
X	7	E	25	0
Y	7	E	1	0
Y	7	E	2	0
Y	7	E	3	1
Y	7	E	4	0
Y	7	E	5	0
Y	7	E	6	1
Y	7	E	7	1
Y	7	E	8	1
Y	7	E	9	0
Y	7	E	10	1
Y	7	E	11	1
Y	7	E	12	0
Y	7	E	13	1
Y	7	E	14	1
Y	7	E	15	0
Y	7	E	16	1
Y	7	E	17	1
Y	7	E	18	0
Y	7	E	19	0
Y	7	E	20	0
Y	7	E	21	1
Y	7	E	22	1
Y	7	E	23	1
Y	7	E	24	0
Y	7	E	25	1
X	8	test	1	1
X	8	test	2	1
X	8	test	3	1
X	8	test	4	1
X	8	test	5	1
X	8	test	6	1
X	8	test	7	1
X	8	test	8	1
X	8	test	9	0
X	8	test	10	1
X	8	test	11	1
X	8	test	12	1
X	8	test	13	1
X	8	test	14	0
X	8	test	15	1
X	8	test	16	1
X	8	test	17	1
X	8	test	18	1
X	8	test	19	1
X	8	test	20	1
X	8	test	21	0
X	8	test	22	1
X	8	test	23	1
X	8	test	24	1
X	8	test	25	1
Y	8	test	1	1
Y	8	test	2	0
Y	8	test	3	1
Y	8	test	4	1
Y	8	test	5	1
Y	8	test	6	1
Y	8	test	7	1
Y	8	test	8	0
Y	8	test	9	1
Y	8	test	10	1
Y	8	test	11	0
Y	8	test	12	0
Y	8	test	13	1
Y	8	test	14	1
Y	8	test	15	0
Y	8	test	16	1
Y	8	test	17	1
Y	8	test	18	1
Y	8	test	19	1
Y	8	test	20	1
Y	8	test	21	1
Y	8	test	22	1
Y	8	test	23	1
Y	8	test	24	1
Y	8	test	25	1
X	8	A	1	1
X	8	A	2	1
X	8	A	3	1
X	8	A	4	1
X	8	A	5	0
X	8	A	6	0
X	8	A	7	1
X	8	A	8	1
X	8	A	9	1
X	8	A	10	1
X	8	A	11	1
X	8	A	12	0
X	8	A	13	0
X	8	A	14	1
X	8	A	15	0
X	8	A	16	0
X	8	A	17	0
X	8	A	18	0
X	8	A	19	0
X	8	A	20	1
X	8	A	21	0
X	8	A	22	0
X	8	A	23	0
X	8	A	24	1
X	8	A	25	0
Y	8	A	1	1
Y	8	A	2	1
Y	8	A	3	1
Y	8	A	4	1
Y	8	A	5	0
Y	8	A	6	1
Y	8	A	7	1
Y	8	A	8	0
Y	8	A	9	1
Y	8	A	10	1
Y	8	A	11	0
Y	8	A	12	0
Y	8	A	13	1
Y	8	A	14	1
Y	8	A	15	1
Y	8	A	16	1
Y	8	A	17	1
Y	8	A	18	1
Y	8	A	19	1
Y	8	A	20	1
Y	8	A	21	1
Y	8	A	22	1
Y	8	A	23	1
Y	8	A	24	1
Y	8	A	25	0
X	8	B	1	1
X	8	B	2	0
X	8	B	3	0
X	8	B	4	0
X	8	B	5	0
X	8	B	6	0
X	8	B	7	0
X	8	B	8	0
X	8	B	9	0
X	8	B	10	1
X	8	B	11	0
X	8	B	12	0
X	8	B	13	1
X	8	B	14	0
X	8	B	15	0
X	8	B	16	0
X	8	B	17	0
X	8	B	18	0
X	8	B	19	0
X	8	B	20	0
X	8	B	21	0
X	8	B	22	0
X	8	B	23	0
X	8	B	24	1
X	8	B	25	0
Y	8	B	1	1
Y	8	B	2	0
Y	8	B	3	1
Y	8	B	4	1
Y	8	B	5	0
Y	8	B	6	0
Y	8	B	7	0
Y	8	B	8	1
Y	8	B	9	1
Y	8	B	10	0
Y	8	B	11	0
Y	8	B	12	1
Y	8	B	13	1
Y	8	B	14	1
Y	8	B	15	0
Y	8	B	16	0
Y	8	B	17	1
Y	8	B	18	1
Y	8	B	19	1
Y	8	B	20	0
Y	8	B	21	1
Y	8	B	22	1
Y	8	B	23	0
Y	8	B	24	0
Y	8	B	25	1
X	8	C	1	0
X	8	C	2	0
X	8	C	3	0
X	8	C	4	0
X	8	C	5	0
X	8	C	6	1
X	8	C	7	0
X	8	C	8	0
X	8	C	9	0
X	8	C	10	0
X	8	C	11	0
X	8	C	12	0
X	8	C	13	0
X	8	C	14	0
X	8	C	15	0
X	8	C	16	1
X	8	C	17	0
X	8	C	18	1
X	8	C	19	0
X	8	C	20	0
X	8	C	21	0
X	8	C	22	0
X	8	C	23	0
X	8	C	24	0
X	8	C	25	0
Y	8	C	1	1
Y	8	C	2	0
Y	8	C	3	0
Y	8	C	4	1
Y	8	C	5	0
Y	8	C	6	1
Y	8	C	7	0
Y	8	C	8	0
Y	8	C	9	1
Y	8	C	10	1
Y	8	C	11	0
Y	8	C	12	1
Y	8	C	13	0
Y	8	C	14	1
Y	8	C	15	0
Y	8	C	16	1
Y	8	C	17	0
Y	8	C	18	0
Y	8	C	19	0
Y	8	C	20	1
Y	8	C	21	1
Y	8	C	22	0
Y	8	C	23	0
Y	8	C	24	1
Y	8	C	25	0
X	8	D	1	1
X	8	D	2	1
X	8	D	3	1
X	8	D	4	1
X	8	D	5	0
X	8	D	6	0
X	8	D	7	0
X	8	D	8	1
X	8	D	9	1
X	8	D	10	0
X	8	D	11	0
X	8	D	12	0
X	8	D	13	1
X	8	D	14	1
X	8	D	15	1
X	8	D	16	1
X	8	D	17	0
X	8	D	18	1
X	8	D	19	1
X	8	D	20	1
X	8	D	21	0
X	8	D	22	0
X	8	D	23	1
X	8	D	24	1
X	8	D	25	0
Y	8	D	1	1
Y	8	D	2	0
Y	8	D	3	0
Y	8	D	4	1
Y	8	D	5	1
Y	8	D	6	1
Y	8	D	7	1
Y	8	D	8	0
Y	8	D	9	1
Y	8	D	10	1
Y	8	D	11	0
Y	8	D	12	0
Y	8	D	13	1
Y	8	D	14	0
Y	8	D	15	1
Y	8	D	16	0
Y	8	D	17	0
Y	8	D	18	0
Y	8	D	19	0
Y	8	D	20	0
Y	8	D	21	1
Y	8	D	22	1
Y	8	D	23	1
Y	8	D	24	1
Y	8	D	25	0
X	8	E	1	0
X	8	E	2	0
X	8	E	3	0
X	8	E	4	0
X	8	E	5	0
X	8	E	6	0
X	8	E	7	0
X	8	E	8	0
X	8	E	9	1
X	8	E	10	1
X	8	E	11	0
X	8	E	12	0
X	8	E	13	1
X	8	E	14	0
X	8	E	15	1
X	8	E	16	0
X	8	E	17	0
X	8	E	18	0
X	8	E	19	0
X	8	E	20	0
X	8	E	21	0
X	8	E	22	0
X	8	E	23	1
X	8	E	24	0
X	8	E	25	0
Y	8	E	1	0
Y	8	E	2	0
Y	8	E	3	1
Y	8	E	4	0
Y	8	E	5	0
Y	8	E	6	1
Y	8	E	7	1
Y	8	E	8	1
Y	8	E	9	0
Y	8	E	10	1
Y	8	E	11	1
Y	8	E	12	0
Y	8	E	13	1
Y	8	E	14	1
Y	8	E	15	0
Y	8	E	16	1
Y	8	E	17	1
Y	8	E	18	0
Y	8	E	19	0
Y	8	E	20	0
Y	8	E	21	1
Y	8	E	22	1
Y	8	E	23	1
Y	8	E	24	0
Y	8	E	25	1
X	9	test	1	1
X	9	test	2	1
X	9	test	3	1
X	9	test	4	1
X	9	test	5	1
X	9	test	6	1
X	9	test	7	1
X	9	test	8	1
X	9	test	9	0
X	9	test	10	1
X	9	test	11	1
X	9	test	12	1
X	9	test	13	1
X	9	test	14	0
X	9	test	15	1
X	9	test	16	1
X	9	test	17	1
X	9	test	18	1
X	9	test	19	1
X	9	test	20	1
X	9	test	21	0
X	9	test	22	1
X	9	test	23	1
X	9	test	24	1
X	9	test	25	1
Y	9	test	1	1
Y	9	test	2	0
Y	9	test	3	1
Y	9	test	4	1
Y	9	test	5	1
Y	9	test	6	1
Y	9	test	7	1
Y	9	test	8	0
Y	9	test	9	1
Y	9	test	10	0
Y	9	test	11	1
Y	9	test	12	1
Y	9	test	13	1
Y	9	test	14	1
Y	9	test	15	0
Y	9	test	16	1
Y	9	test	17	1
Y	9	test	18	1
Y	9	test	19	1
Y	9	test	20	1
Y	9	test	21	1
Y	9	test	22	1
Y	9	test	23	1
Y	9	test	24	1
Y	9	test	25	1
X	9	A	1	1
X	9	A	2	1
X	9	A	3	1
X	9	A	4	1
X	9	A	5	0
X	9	A	6	1
X	9	A	7	1
X	9	A	8	1
X	9	A	9	1
X	9	A	10	1
X	9	A	11	1
X	9	A	12	0
X	9	A	13	1
X	9	A	14	1
X	9	A	15	0
X	9	A	16	0
X	9	A	17	0
X	9	A	18	0
X	9	A	19	0
X	9	A	20	1
X	9	A	21	0
X	9	A	22	1
X	9	A	23	1
X	9	A	24	1
X	9	A	25	0
Y	9	A	1	1
Y	9	A	2	1
Y	9	A	3	1
Y	9	A	4	1
Y	9	A	5	1
Y	9	A	6	1
Y	9	A	7	1
Y	9	A	8	1
Y	9	A	9	1
Y	9	A	10	0
Y	9	A	11	0
Y	9	A	12	0
Y	9	A	13	1
Y	9	A	14	1
Y	9	A	15	1
Y	9	A	16	1
Y	9	A	17	1
Y	9	A	18	1
Y	9	A	19	1
Y	9	A	20	1
Y	9	A	21	1
Y	9	A	22	1
Y	9	A	23	1
Y	9	A	24	1
Y	9	A	25	1
X	9	B	1	1
X	9	B	2	0
X	9	B	3	0
X	9	B	4	0
X	9	B	5	0
X	9	B	6	0
X	9	B	7	0
X	9	B	8	0
X	9	B	9	0
X	9	B	10	1
X	9	B	11	0
X	9	B	12	0
X	9	B	13	1
X	9	B	14	0
X	9	B	15	0
X	9	B	16	0
X	9	B	17	0
X	9	B	18	0
X	9	B	19	0
X	9	B	20	0
X	9	B	21	0
X	9	B	22	0
X	9	B	23	0
X	9	B	24	1
X	9	B	25	0
Y	9	B	1	1
Y	9	B	2	1
Y	9	B	3	1
Y	9	B	4	1
Y	9	B	5	0
Y	9	B	6	0
Y	9	B	7	0
Y	9	B	8	1
Y	9	B	9	1
Y	9	B	10	0
Y	9	B	11	0
Y	9	B	12	1
Y	9	B	13	1
Y	9	B	14	1
Y	9	B	15	1
Y	9	B	16	0
Y	9	B	17	1
Y	9	B	18	1
Y	9	B	19	1
Y	9	B	20	0
Y	9	B	21	1
Y	9	B	22	1
Y	9	B	23	0
Y	9	B	24	0
Y	9	B	25	1
X	9	C	1	0
X	9	C	2	0
X	9	C	3	1
X	9	C	4	0
X	9	C	5	0
X	9	C	6	1
X	9	C	7	0
X	9	C	8	0
X	9	C	9	0
X	9	C	10	0
X	9	C	11	1
X	9	C	12	0
X	9	C	13	1
X	9	C	14	0
X	9	C	15	1
X	9	C	16	0
X	9	C	17	1
X	9	C	18	0
X	9	C	19	0
X	9	C	20	0
X	9	C	21	0
X	9	C	22	1
X	9	C	23	1
X	9	C	24	0
X	9	C	25	0
Y	9	C	1	1
Y	9	C	2	0
Y	9	C	3	0
Y	9	C	4	1
Y	9	C	5	0
Y	9	C	6	1
Y	9	C	7	0
Y	9	C	8	0
Y	9	C	9	1
Y	9	C	10	1
Y	9	C	11	0
Y	9	C	12	1
Y	9	C	13	0
Y	9	C	14	1
Y	9	C	15	0
Y	9	C	16	1
Y	9	C	17	0
Y	9	C	18	0
Y	9	C	19	1
Y	9	C	20	1
Y	9	C	21	1
Y	9	C	22	0
Y	9	C	23	0
Y	9	C	24	1
Y	9	C	25	0
X	9	D	1	1
X	9	D	2	1
X	9	D	3	1
X	9	D	4	0
X	9	D	5	0
X	9	D	6	0
X	9	D	7	0
X	9	D	8	1
X	9	D	9	1
X	9	D	10	1
X	9	D	11	0
X	9	D	12	0
X	9	D	13	1
X	9	D	14	1
X	9	D	15	1
X	9	D	16	1
X	9	D	17	0
X	9	D	18	1
X	9	D	19	1
X	9	D	20	0
X	9	D	21	0
X	9	D	22	0
X	9	D	23	1
X	9	D	24	1
X	9	D	25	0
Y	9	D	1	1
Y	9	D	2	0
Y	9	D	3	1
Y	9	D	4	1
Y	9	D	5	1
Y	9	D	6	1
Y	9	D	7	1
Y	9	D	8	1
Y	9	D	9	1
Y	9	D	10	1
Y	9	D	11	0
Y	9	D	12	1
Y	9	D	13	1
Y	9	D	14	0
Y	9	D	15	1
Y	9	D	16	0
Y	9	D	17	0
Y	9	D	18	0
Y	9	D	19	1
Y	9	D	20	0
Y	9	D	21	0
Y	9	D	22	1
Y	9	D	23	1
Y	9	D	24	1
Y	9	D	25	0
X	9	E	1	0
X	9	E	2	0
X	9	E	3	0
X	9	E	4	0
X	9	E	5	0
X	9	E	6	0
X	9	E	7	0
