yr	pop	hed	tra	plot	iso	fun	dos	rep	d1	d2
2015	a	heavy	fon2	2B	1	fd	0	1	1855	1871
2015	a	heavy	fon2	2B	1	fd	0	2	2263	2205
2015	a	heavy	fon2	2B	1	fd	0.01	1	2304	2317
2015	a	heavy	fon2	2B	1	fd	0.01	2	2317	2336
2015	a	heavy	fon2	2B	1	fd	0.05	1	2248	2193
2015	a	heavy	fon2	2B	1	fd	0.1	1	1854	1854
2015	a	heavy	fon2	2B	1	fd	0.1	2	2339	2436
2015	a	heavy	fon2	2B	1	fd	0.5	1	1791	1786
2015	a	heavy	fon2	2B	1	fd	1	1	1655	1686
2015	a	heavy	fon2	2B	1	fd	1	2	1521	1450
2015	a	heavy	fon2	2B	1	fd	10	1	1018	1017
2015	a	heavy	fon2	2B	1	fd	50	1	860	877
2015	a	heavy	fon2	2B	1	fd	50	2	786	786
2015	a	heavy	fon2	2B	1	fd	100	1	500	500
2015	a	heavy	fon2	2B	1	fp	0	1	2084	1933
2015	a	heavy	fon2	2B	1	fp	0	2	1826	1796
2015	a	heavy	fon2	2B	1	fp	0.01	1	2095	2031
2015	a	heavy	fon2	2B	1	fp	0.01	2	2309	2260
2015	a	heavy	fon2	2B	1	fp	0.05	1	1467	1303
2015	a	heavy	fon2	2B	1	fp	0.1	1	1303	1387
2015	a	heavy	fon2	2B	1	fp	0.1	2	1237	1296
2015	a	heavy	fon2	2B	1	fp	0.5	1	1146	1117
2015	a	heavy	fon2	2B	1	fp	1	1	500	500
2015	a	heavy	fon2	2B	1	fp	1	2	500	500
2015	a	heavy	fon2	2B	1	fp	10	1	500	500
2015	a	heavy	fon2	2B	1	fp	50	1	500	500
2015	a	heavy	fon2	2B	1	fp	50	2	500	500
2015	a	heavy	fon2	2B	1	fp	100	1	500	500
2015	a	heavy	fon2	2B	1	pe	0	1	1801	1670
2015	a	heavy	fon2	2B	1	pe	0	2	1844	1830
2015	a	heavy	fon2	2B	1	pe	0.01	1	1909	1988
2015	a	heavy	fon2	2B	1	pe	0.01	2	1859	1861
2015	a	heavy	fon2	2B	1	pe	0.05	1	1961	1953
2015	a	heavy	fon2	2B	1	pe	0.1	1	1907	1810
2015	a	heavy	fon2	2B	1	pe	0.1	2	1549	1549
2015	a	heavy	fon2	2B	1	pe	0.5	1	1716	1519
2015	a	heavy	fon2	2B	1	pe	1	1	1468	1381
2015	a	heavy	fon2	2B	1	pe	1	2	1382	1529
2015	a	heavy	fon2	2B	1	pe	10	1	790	773
2015	a	heavy	fon2	2B	1	pe	50	1	824	825
2015	a	heavy	fon2	2B	1	pe	50	2	882	802
2015	a	heavy	fon2	2B	1	pe	100	1	881	880
2015	a	heavy	fon2	2B	2	fd	0	1	2028	1852
2015	a	heavy	fon2	2B	2	fd	0	2	1953	1897
2015	a	heavy	fon2	2B	2	fd	0.01	1	1795	1823
2015	a	heavy	fon2	2B	2	fd	0.01	2	2226	2244
2015	a	heavy	fon2	2B	2	fd	0.05	1	1245	1190
2015	a	heavy	fon2	2B	2	fd	0.1	1	846	920
2015	a	heavy	fon2	2B	2	fd	0.1	2	920	1034
2015	a	heavy	fon2	2B	2	fd	0.5	1	500	500
2015	a	heavy	fon2	2B	2	fd	1	1	500	500
2015	a	heavy	fon2	2B	2	fd	1	2	500	500
2015	a	heavy	fon2	2B	2	fd	10	1	500	500
2015	a	heavy	fon2	2B	2	fd	50	1	500	500
2015	a	heavy	fon2	2B	2	fd	50	2	500	500
2015	a	heavy	fon2	2B	2	fd	100	1	500	500
2015	a	heavy	fon2	2B	2	fp	0	1	1885	1675
2015	a	heavy	fon2	2B	2	fp	0	2	2612	1768
2015	a	heavy	fon2	2B	2	fp	0.01	1	1894	1748
2015	a	heavy	fon2	2B	2	fp	0.01	2	1954	2089
2015	a	heavy	fon2	2B	2	fp	0.05	1	1220	1480
2015	a	heavy	fon2	2B	2	fp	0.1	1	1348	1095
2015	a	heavy	fon2	2B	2	fp	0.1	2	1033	1276
2015	a	heavy	fon2	2B	2	fp	0.5	1	1059	1013
2015	a	heavy	fon2	2B	2	fp	1	1	934	978
2015	a	heavy	fon2	2B	2	fp	1	2	963	1010
2015	a	heavy	fon2	2B	2	fp	10	1	500	500
2015	a	heavy	fon2	2B	2	fp	50	1	500	500
2015	a	heavy	fon2	2B	2	fp	50	2	500	500
2015	a	heavy	fon2	2B	2	fp	100	1	500	500
2015	a	heavy	fon2	2B	2	pe	0	1	2074	2156
2015	a	heavy	fon2	2B	2	pe	0	2	2051	2109
2015	a	heavy	fon2	2B	2	pe	0.01	1	1747	1495
2015	a	heavy	fon2	2B	2	pe	0.01	2	1382	1501
2015	a	heavy	fon2	2B	2	pe	0.05	1	1290	1340
2015	a	heavy	fon2	2B	2	pe	0.1	1	1407	1351
2015	a	heavy	fon2	2B	2	pe	0.1	2	971	904
2015	a	heavy	fon2	2B	2	pe	0.5	1	698	770
2015	a	heavy	fon2	2B	2	pe	1	1	772	552
2015	a	heavy	fon2	2B	2	pe	1	2	525	830
2015	a	heavy	fon2	2B	2	pe	10	1	500	500
2015	a	heavy	fon2	2B	2	pe	50	1	500	500
2015	a	heavy	fon2	2B	2	pe	50	2	500	500
2015	a	heavy	fon2	2B	2	pe	100	1	500	500
2015	a	heavy	fon2	2B	3	fd	0	1	2706	2047
2015	a	heavy	fon2	2B	3	fd	0	2	2399	2458
2015	a	heavy	fon2	2B	3	fd	0.01	1	1788	1967
2015	a	heavy	fon2	2B	3	fd	0.01	2	1791	1759
2015	a	heavy	fon2	2B	3	fd	0.05	1	2311	2332
2015	a	heavy	fon2	2B	3	fd	0.1	1	2193	2373
2015	a	heavy	fon2	2B	3	fd	0.1	2	1777	1983
2015	a	heavy	fon2	2B	3	fd	0.5	1	2320	2320
2015	a	heavy	fon2	2B	3	fd	1	1	2175	1898
2015	a	heavy	fon2	2B	3	fd	1	2	1934	2039
2015	a	heavy	fon2	2B	3	fd	10	1	1777	1777
2015	a	heavy	fon2	2B	3	fd	50	1	1223	1001
2015	a	heavy	fon2	2B	3	fd	50	2	1000	1034
2015	a	heavy	fon2	2B	3	fd	100	1	500	500
2015	a	heavy	fon2	2B	3	fp	0	1	1974	1962
2015	a	heavy	fon2	2B	3	fp	0	2	1863	1690
2015	a	heavy	fon2	2B	3	fp	0.01	1	1788	1654
2015	a	heavy	fon2	2B	3	fp	0.01	2	1887	1880
2015	a	heavy	fon2	2B	3	fp	0.05	1	1592	1643
2015	a	heavy	fon2	2B	3	fp	0.1	1	1597	1553
2015	a	heavy	fon2	2B	3	fp	0.1	2	1725	1940
2015	a	heavy	fon2	2B	3	fp	0.5	1	1691	1675
2015	a	heavy	fon2	2B	3	fp	1	1	1525	1500
2015	a	heavy	fon2	2B	3	fp	1	2	1077	1192
2015	a	heavy	fon2	2B	3	fp	10	1	500	500
2015	a	heavy	fon2	2B	3	fp	50	1	500	500
2015	a	heavy	fon2	2B	3	fp	50	2	500	500
2015	a	heavy	fon2	2B	3	fp	100	1	500	500
2015	a	heavy	fon2	2B	3	pe	0	1	1432	1498
2015	a	heavy	fon2	2B	3	pe	0	2	1705	1761
2015	a	heavy	fon2	2B	3	pe	0.01	1	1696	1778
2015	a	heavy	fon2	2B	3	pe	0.01	2	1529	1587
2015	a	heavy	fon2	2B	3	pe	0.05	1	1860	1825
2015	a	heavy	fon2	2B	3	pe	0.1	1	1950	1958
2015	a	heavy	fon2	2B	3	pe	0.1	2	1760	1662
2015	a	heavy	fon2	2B	3	pe	0.5	1	1540	1499
2015	a	heavy	fon2	2B	3	pe	1	1	1289	1370
2015	a	heavy	fon2	2B	3	pe	1	2	1643	1540
2015	a	heavy	fon2	2B	3	pe	10	1	1400	1439
2015	a	heavy	fon2	2B	3	pe	50	1	1318	1300
2015	a	heavy	fon2	2B	3	pe	50	2	1408	1354
2015	a	heavy	fon2	2B	3	pe	100	1	1210	1232
2015	a	heavy	fon2	2B	4	fd	0	1	2100	1761
2015	a	heavy	fon2	2B	4	fd	0	2	1819	2167
2015	a	heavy	fon2	2B	4	fd	0.01	1	1909	2203
2015	a	heavy	fon2	2B	4	fd	0.01	2	2322	1936
2015	a	heavy	fon2	2B	4	fd	0.05	1	1443	1544
2015	a	heavy	fon2	2B	4	fd	0.1	1	1578	1572
2015	a	heavy	fon2	2B	4	fd	0.1	2	1445	1398
2015	a	heavy	fon2	2B	4	fd	0.5	1	500	500
2015	a	heavy	fon2	2B	4	fd	1	1	500	500
2015	a	heavy	fon2	2B	4	fd	1	2	500	500
2015	a	heavy	fon2	2B	4	fd	10	1	500	500
2015	a	heavy	fon2	2B	4	fd	50	1	500	500
2015	a	heavy	fon2	2B	4	fd	50	2	500	500
2015	a	heavy	fon2	2B	4	fd	100	1	500	500
2015	a	heavy	fon2	2B	4	fp	0	1	2053	1853
2015	a	heavy	fon2	2B	4	fp	0	2	2156	1874
2015	a	heavy	fon2	2B	4	fp	0.01	1	1642	1572
2015	a	heavy	fon2	2B	4	fp	0.01	2	1802	1802
2015	a	heavy	fon2	2B	4	fp	0.05	1	1489	1276
2015	a	heavy	fon2	2B	4	fp	0.1	1	1395	1449
2015	a	heavy	fon2	2B	4	fp	0.1	2	1278	1328
2015	a	heavy	fon2	2B	4	fp	0.5	1	1204	1143
2015	a	heavy	fon2	2B	4	fp	1	1	1021	1021
2015	a	heavy	fon2	2B	4	fp	1	2	1019	830
2015	a	heavy	fon2	2B	4	fp	10	1	500	500
2015	a	heavy	fon2	2B	4	fp	50	1	500	500
2015	a	heavy	fon2	2B	4	fp	50	2	500	500
2015	a	heavy	fon2	2B	4	fp	100	1	500	500
2015	a	heavy	fon2	2B	4	pe	0	1	1657	1565
2015	a	heavy	fon2	2B	4	pe	0	2	1612	1486
2015	a	heavy	fon2	2B	4	pe	0.01	1	1957	1865
2015	a	heavy	fon2	2B	4	pe	0.01	2	1811	1691
2015	a	heavy	fon2	2B	4	pe	0.05	1	1266	1224
2015	a	heavy	fon2	2B	4	pe	0.1	1	1302	1302
2015	a	heavy	fon2	2B	4	pe	0.1	2	1304	1237
2015	a	heavy	fon2	2B	4	pe	0.5	1	989	990
2015	a	heavy	fon2	2B	4	pe	1	1	500	500
2015	a	heavy	fon2	2B	4	pe	1	2	500	500
2015	a	heavy	fon2	2B	4	pe	10	1	500	500
2015	a	heavy	fon2	2B	4	pe	50	1	500	500
2015	a	heavy	fon2	2B	4	pe	50	2	500	500
2015	a	heavy	fon2	2B	4	pe	100	1	500	500
2015	a	heavy	cnt	2BC	5	fd	0	1	2398	2224
2015	a	heavy	cnt	2BC	5	fd	0	2	2282	2586
2015	a	heavy	cnt	2BC	5	fd	0.01	1	2349	2231
2015	a	heavy	cnt	2BC	5	fd	0.01	2	2266	2200
2015	a	heavy	cnt	2BC	5	fd	0.05	1	2428	2541
2015	a	heavy	cnt	2BC	5	fd	0.1	1	2464	2489
2015	a	heavy	cnt	2BC	5	fd	0.1	2	2162	2369
2015	a	heavy	cnt	2BC	5	fd	0.5	1	2309	1882
2015	a	heavy	cnt	2BC	5	fd	1	1	2690	2723
2015	a	heavy	cnt	2BC	5	fd	1	2	2833	2882
2015	a	heavy	cnt	2BC	5	fd	10	1	1911	2004
2015	a	heavy	cnt	2BC	5	fd	50	1	2168	2159
2015	a	heavy	cnt	2BC	5	fd	50	2	2527	2466
2015	a	heavy	cnt	2BC	5	fd	100	1	1895	1833
2015	a	heavy	cnt	2BC	5	fp	0	1	2580	2348
2015	a	heavy	cnt	2BC	5	fp	0	2	2245	2132
2015	a	heavy	cnt	2BC	5	fp	0.01	1	2021	2103
2015	a	heavy	cnt	2BC	5	fp	0.01	2	1861	1933
2015	a	heavy	cnt	2BC	5	fp	0.05	1	2144	1885
2015	a	heavy	cnt	2BC	5	fp	0.1	1	1841	2080
2015	a	heavy	cnt	2BC	5	fp	0.1	2	1625	1461
2015	a	heavy	cnt	2BC	5	fp	0.5	1	1612	1660
2015	a	heavy	cnt	2BC	5	fp	1	1	1485	1449
2015	a	heavy	cnt	2BC	5	fp	1	2	1365	1407
2015	a	heavy	cnt	2BC	5	fp	10	1	1074	1021
2015	a	heavy	cnt	2BC	5	fp	50	1	604	658
2015	a	heavy	cnt	2BC	5	fp	50	2	1051	1021
2015	a	heavy	cnt	2BC	5	fp	100	1	500	500
2015	a	heavy	cnt	2BC	5	pe	0	1	2122	1966
2015	a	heavy	cnt	2BC	5	pe	0	2	1869	1889
2015	a	heavy	cnt	2BC	5	pe	0.01	1	1889	1890
2015	a	heavy	cnt	2BC	5	pe	0.01	2	2325	2373
2015	a	heavy	cnt	2BC	5	pe	0.05	1	2445	2407
2015	a	heavy	cnt	2BC	5	pe	0.1	1	2073	2126
2015	a	heavy	cnt	2BC	5	pe	0.1	2	2171	2002
2015	a	heavy	cnt	2BC	5	pe	0.5	1	1828	1865
2015	a	heavy	cnt	2BC	5	pe	1	1	2112	2064
2015	a	heavy	cnt	2BC	5	pe	1	2	2048	1935
2015	a	heavy	cnt	2BC	5	pe	10	1	1762	1729
2015	a	heavy	cnt	2BC	5	pe	50	1	1714	1769
2015	a	heavy	cnt	2BC	5	pe	50	2	1558	1557
2015	a	heavy	cnt	2BC	5	pe	100	1	1642	1502
2015	a	heavy	fon2	4B	6	fd	0	1	1535	1601
2015	a	heavy	fon2	4B	6	fd	0	2	1928	1835
2015	a	heavy	fon2	4B	6	fd	0.01	1	1646	1752
2015	a	heavy	fon2	4B	6	fd	0.01	2	1634	1774
2015	a	heavy	fon2	4B	6	fd	0.05	1	1629	1708
2015	a	heavy	fon2	4B	6	fd	0.1	1	1820	1819
2015	a	heavy	fon2	4B	6	fd	0.1	2	2265	2175
2015	a	heavy	fon2	4B	6	fd	0.5	1	500	500
2015	a	heavy	fon2	4B	6	fd	1	1	500	500
2015	a	heavy	fon2	4B	6	fd	1	2	500	500
2015	a	heavy	fon2	4B	6	fd	10	1	500	500
2015	a	heavy	fon2	4B	6	fd	50	1	500	500
2015	a	heavy	fon2	4B	6	fd	50	2	500	500
2015	a	heavy	fon2	4B	6	fd	100	1	500	500
2015	a	heavy	fon2	4B	6	fp	0	1	1472	1565
2015	a	heavy	fon2	4B	6	fp	0	2	1646	1854
2015	a	heavy	fon2	4B	6	fp	0.01	1	1747	1678
2015	a	heavy	fon2	4B	6	fp	0.01	2	2029	1587
2015	a	heavy	fon2	4B	6	fp	0.05	1	1522	1521
2015	a	heavy	fon2	4B	6	fp	0.1	1	1568	1515
2015	a	heavy	fon2	4B	6	fp	0.1	2	1325	1370
2015	a	heavy	fon2	4B	6	fp	0.5	1	1348	1231
2015	a	heavy	fon2	4B	6	fp	1	1	941	1070
2015	a	heavy	fon2	4B	6	fp	1	2	1084	1027
2015	a	heavy	fon2	4B	6	fp	10	1	500	500
2015	a	heavy	fon2	4B	6	fp	50	1	500	500
2015	a	heavy	fon2	4B	6	fp	50	2	500	500
2015	a	heavy	fon2	4B	6	fp	100	1	500	500
2015	a	heavy	fon2	4B	6	pe	0	1	1854	1804
2015	a	heavy	fon2	4B	6	pe	0	2	1540	1929
2015	a	heavy	fon2	4B	6	pe	0.01	1	1704	1815
2015	a	heavy	fon2	4B	6	pe	0.01	2	1564	1620
2015	a	heavy	fon2	4B	6	pe	0.05	1	1394	1413
2015	a	heavy	fon2	4B	6	pe	0.1	1	1432	1527
2015	a	heavy	fon2	4B	6	pe	0.1	2	1279	1380
2015	a	heavy	fon2	4B	6	pe	0.5	1	877	890
2015	a	heavy	fon2	4B	6	pe	1	1	774	774
2015	a	heavy	fon2	4B	6	pe	1	2	917	931
2015	a	heavy	fon2	4B	6	pe	10	1	500	500
2015	a	heavy	fon2	4B	6	pe	50	1	500	500
2015	a	heavy	fon2	4B	6	pe	50	2	500	500
2015	a	heavy	fon2	4B	6	pe	100	1	500	500
2015	a	heavy	fon2	4B	7	fd	0	1	1920	1467
2015	a	heavy	fon2	4B	7	fd	0	2	2113	1765
2015	a	heavy	fon2	4B	7	fd	0.01	1	1815	1531
2015	a	heavy	fon2	4B	7	fd	0.01	2	1818	1826
2015	a	heavy	fon2	4B	7	fd	0.05	1	1849	1891
2015	a	heavy	fon2	4B	7	fd	0.1	1	1553	1539
2015	a	heavy	fon2	4B	7	fd	0.1	2	1338	1330
2015	a	heavy	fon2	4B	7	fd	0.5	1	653	692
2015	a	heavy	fon2	4B	7	fd	1	1	500	500
2015	a	heavy	fon2	4B	7	fd	1	2	500	500
2015	a	heavy	fon2	4B	7	fd	10	1	500	500
2015	a	heavy	fon2	4B	7	fd	50	1	500	500
2015	a	heavy	fon2	4B	7	fd	50	2	500	500
2015	a	heavy	fon2	4B	7	fd	100	1	500	500
2015	a	heavy	fon2	4B	7	fp	0	1	1781	1581
2015	a	heavy	fon2	4B	7	fp	0	2	1723	1737
2015	a	heavy	fon2	4B	7	fp	0.01	1	1959	1788
2015	a	heavy	fon2	4B	7	fp	0.01	2	1511	1674
2015	a	heavy	fon2	4B	7	fp	0.05	1	1610	1610
2015	a	heavy	fon2	4B	7	fp	0.1	1	1111	1170
2015	a	heavy	fon2	4B	7	fp	0.1	2	1114	1169
2015	a	heavy	fon2	4B	7	fp	0.5	1	995	990
2015	a	heavy	fon2	4B	7	fp	1	1	500	500
2015	a	heavy	fon2	4B	7	fp	1	2	500	500
2015	a	heavy	fon2	4B	7	fp	10	1	500	500
2015	a	heavy	fon2	4B	7	fp	50	1	500	500
2015	a	heavy	fon2	4B	7	fp	50	2	500	500
2015	a	heavy	fon2	4B	7	fp	100	1	500	500
2015	a	heavy	fon2	4B	7	pe	0	1	1735	1543
2015	a	heavy	fon2	4B	7	pe	0	2	1836	1718
2015	a	heavy	fon2	4B	7	pe	0.01	1	1476	1596
2015	a	heavy	fon2	4B	7	pe	0.01	2	1652	1696
2015	a	heavy	fon2	4B	7	pe	0.05	1	1417	1400
2015	a	heavy	fon2	4B	7	pe	0.1	1	1272	1082
2015	a	heavy	fon2	4B	7	pe	0.1	2	1118	1163
2015	a	heavy	fon2	4B	7	pe	0.5	1	1101	1059
2015	a	heavy	fon2	4B	7	pe	1	1	1116	1121
2015	a	heavy	fon2	4B	7	pe	1	2	988	1001
2015	a	heavy	fon2	4B	7	pe	10	1	500	500
2015	a	heavy	fon2	4B	7	pe	50	1	500	500
2015	a	heavy	fon2	4B	7	pe	50	2	500	500
2015	a	heavy	fon2	4B	7	pe	100	1	500	500
2015	a	heavy	cnt	4BC	8	fd	0	1	2584	2356
2015	a	heavy	cnt	4BC	8	fd	0	2	2410	2540
2015	a	heavy	cnt	4BC	8	fd	0.01	1	1859	1860
2015	a	heavy	cnt	4BC	8	fd	0.01	2	2347	2233
2015	a	heavy	cnt	4BC	8	fd	0.05	1	2469	2397
2015	a	heavy	cnt	4BC	8	fd	0.1	1	2444	2285
2015	a	heavy	cnt	4BC	8	fd	0.1	2	1923	1996
2015	a	heavy	cnt	4BC	8	fd	0.5	1	1578	1363
2015	a	heavy	cnt	4BC	8	fd	1	1	1327	1279
2015	a	heavy	cnt	4BC	8	fd	1	2	1285	1234
2015	a	heavy	cnt	4BC	8	fd	10	1	500	500
2015	a	heavy	cnt	4BC	8	fd	50	1	500	500
2015	a	heavy	cnt	4BC	8	fd	50	2	500	500
2015	a	heavy	cnt	4BC	8	fd	100	1	500	500
2015	a	heavy	cnt	4BC	8	fp	0	1	2102	2074
2015	a	heavy	cnt	4BC	8	fp	0	2	2234	2142
2015	a	heavy	cnt	4BC	8	fp	0.01	1	2316	2213
2015	a	heavy	cnt	4BC	8	fp	0.01	2	2219	2318
2015	a	heavy	cnt	4BC	8	fp	0.05	1	1785	1812
2015	a	heavy	cnt	4BC	8	fp	0.1	1	1519	1612
2015	a	heavy	cnt	4BC	8	fp	0.1	2	1521	1645
2015	a	heavy	cnt	4BC	8	fp	0.5	1	1362	1360
2015	a	heavy	cnt	4BC	8	fp	1	1	1278	1125
2015	a	heavy	cnt	4BC	8	fp	1	2	1152	1023
2015	a	heavy	cnt	4BC	8	fp	10	1	500	500
2015	a	heavy	cnt	4BC	8	fp	50	1	500	500
2015	a	heavy	cnt	4BC	8	fp	50	2	500	500
2015	a	heavy	cnt	4BC	8	fp	100	1	500	500
2015	a	heavy	cnt	4BC	8	pe	0	1	2059	2110
2015	a	heavy	cnt	4BC	8	pe	0	2	2463	2500
2015	a	heavy	cnt	4BC	8	pe	0.01	1	2039	2124
2015	a	heavy	cnt	4BC	8	pe	0.01	2	2060	2063
2015	a	heavy	cnt	4BC	8	pe	0.05	1	1702	1702
2015	a	heavy	cnt	4BC	8	pe	0.1	1	1334	1322
2015	a	heavy	cnt	4BC	8	pe	0.1	2	1148	1148
2015	a	heavy	cnt	4BC	8	pe	0.5	1	1211	1228
2015	a	heavy	cnt	4BC	8	pe	1	1	1012	1011
2015	a	heavy	cnt	4BC	8	pe	1	2	1083	1138
2015	a	heavy	cnt	4BC	8	pe	10	1	500	500
2015	a	heavy	cnt	4BC	8	pe	50	1	500	500
2015	a	heavy	cnt	4BC	8	pe	50	2	500	500
2015	a	heavy	cnt	4BC	8	pe	100	1	500	500
2015	a	heavy	mer2	1C	9	fd	0	1	2679	1956
2015	a	heavy	mer2	1C	9	fd	0	2	2547	2380
2015	a	heavy	mer2	1C	9	fd	0.01	1	1946	2205
2015	a	heavy	mer2	1C	9	fd	0.01	2	1729	1828
2015	a	heavy	mer2	1C	9	fd	0.05	1	1296	1339
2015	a	heavy	mer2	1C	9	fd	0.1	1	932	932
2015	a	heavy	mer2	1C	9	fd	0.1	2	997	1078
2015	a	heavy	mer2	1C	9	fd	0.5	1	873	831
2015	a	heavy	mer2	1C	9	fd	1	1	744	694
2015	a	heavy	mer2	1C	9	fd	1	2	803	804
2015	a	heavy	mer2	1C	9	fd	10	1	500	500
2015	a	heavy	mer2	1C	9	fd	50	1	500	500
2015	a	heavy	mer2	1C	9	fd	50	2	500	500
2015	a	heavy	mer2	1C	9	fd	100	1	500	500
2015	a	heavy	mer2	1C	9	fp	0	1	2106	1916
2015	a	heavy	mer2	1C	9	fp	0	2	2148	2447
2015	a	heavy	mer2	1C	9	fp	0.01	1	1953	1745
2015	a	heavy	mer2	1C	9	fp	0.01	2	2064	1884
2015	a	heavy	mer2	1C	9	fp	0.05	1	1648	1778
2015	a	heavy	mer2	1C	9	fp	0.1	1	1824	1757
2015	a	heavy	mer2	1C	9	fp	0.1	2	1430	1475
2015	a	heavy	mer2	1C	9	fp	0.5	1	1200	1254
2015	a	heavy	mer2	1C	9	fp	1	1	925	952
2015	a	heavy	mer2	1C	9	fp	1	2	881	947
2015	a	heavy	mer2	1C	9	fp	10	1	500	500
2015	a	heavy	mer2	1C	9	fp	50	1	500	500
2015	a	heavy	mer2	1C	9	fp	50	2	500	500
2015	a	heavy	mer2	1C	9	fp	100	1	500	500
2015	a	heavy	mer2	1C	9	pe	0	1	2075	2104
2015	a	heavy	mer2	1C	9	pe	0	2	1950	2003
2015	a	heavy	mer2	1C	9	pe	0.01	1	2091	2026
2015	a	heavy	mer2	1C	9	pe	0.01	2	1887	1771
2015	a	heavy	mer2	1C	9	pe	0.05	1	1683	1634
2015	a	heavy	mer2	1C	9	pe	0.1	1	1287	1225
2015	a	heavy	mer2	1C	9	pe	0.1	2	1203	1131
2015	a	heavy	mer2	1C	9	pe	0.5	1	1081	1034
2015	a	heavy	mer2	1C	9	pe	1	1	892	891
2015	a	heavy	mer2	1C	9	pe	1	2	855	903
2015	a	heavy	mer2	1C	9	pe	10	1	500	500
2015	a	heavy	mer2	1C	9	pe	50	1	500	500
2015	a	heavy	mer2	1C	9	pe	50	2	500	500
2015	a	heavy	mer2	1C	9	pe	100	1	500	500
2015	a	heavy	mer2	1C	10	fd	0	1	1855	1768
2015	a	heavy	mer2	1C	10	fd	0	2	1840	1650
2015	a	heavy	mer2	1C	10	fd	0.01	1	1810	1827
2015	a	heavy	mer2	1C	10	fd	0.01	2	1869	1811
2015	a	heavy	mer2	1C	10	fd	0.05	1	1302	1296
2015	a	heavy	mer2	1C	10	fd	0.1	1	1422	1359
2015	a	heavy	mer2	1C	10	fd	0.1	2	1664	1736
2015	a	heavy	mer2	1C	10	fd	0.5	1	1193	1121
2015	a	heavy	mer2	1C	10	fd	1	1	1151	1245
2015	a	heavy	mer2	1C	10	fd	1	2	1154	1153
2015	a	heavy	mer2	1C	10	fd	10	1	1005	1047
2015	a	heavy	mer2	1C	10	fd	50	1	757	714
2015	a	heavy	mer2	1C	10	fd	50	2	500	500
2015	a	heavy	mer2	1C	10	fd	100	1	500	500
2015	a	heavy	mer2	1C	10	fp	0	1	1810	1910
2015	a	heavy	mer2	1C	10	fp	0	2	2072	1502
2015	a	heavy	mer2	1C	10	fp	0.01	1	1723	1834
2015	a	heavy	mer2	1C	10	fp	0.01	2	1717	1697
2015	a	heavy	mer2	1C	10	fp	0.05	1	966	996
2015	a	heavy	mer2	1C	10	fp	0.1	1	996	997
2015	a	heavy	mer2	1C	10	fp	0.1	2	1064	1147
2015	a	heavy	mer2	1C	10	fp	0.5	1	1259	1197
2015	a	heavy	mer2	1C	10	fp	1	1	1034	992
2015	a	heavy	mer2	1C	10	fp	1	2	999	1041
2015	a	heavy	mer2	1C	10	fp	10	1	500	500
2015	a	heavy	mer2	1C	10	fp	50	1	500	500
2015	a	heavy	mer2	1C	10	fp	50	2	500	500
2015	a	heavy	mer2	1C	10	fp	100	1	500	500
2015	a	heavy	mer2	1C	10	pe	0	1	2279	222
2015	a	heavy	mer2	1C	10	pe	0	2	1989	2039
2015	a	heavy	mer2	1C	10	pe	0.01	1	1427	1477
2015	a	heavy	mer2	1C	10	pe	0.01	2	1157	1121
2015	a	heavy	mer2	1C	10	pe	0.05	1	1003	1045
2015	a	heavy	mer2	1C	10	pe	0.1	1	967	1007
2015	a	heavy	mer2	1C	10	pe	0.1	2	987	1130
2015	a	heavy	mer2	1C	10	pe	0.5	1	1018	981
2015	a	heavy	mer2	1C	10	pe	1	1	954	1005
2015	a	heavy	mer2	1C	10	pe	1	2	928	953
2015	a	heavy	mer2	1C	10	pe	10	1	500	500
2015	a	heavy	mer2	1C	10	pe	50	1	500	500
2015	a	heavy	mer2	1C	10	pe	50	2	500	500
2015	a	heavy	mer2	1C	10	pe	100	1	500	500
2015	a	heavy	mer2	1C	11	fd	0	1	2020	2216
2015	a	heavy	mer2	1C	11	fd	0	2	2177	2345
2015	a	heavy	mer2	1C	11	fd	0.01	1	2131	2300
2015	a	heavy	mer2	1C	11	fd	0.01	2	2224	2172
2015	a	heavy	mer2	1C	11	fd	0.05	1	1688	1848
2015	a	heavy	mer2	1C	11	fd	0.1	1	1425	1462
2015	a	heavy	mer2	1C	11	fd	0.1	2	1944	1855
2015	a	heavy	mer2	1C	11	fd	0.5	1	885	886
2015	a	heavy	mer2	1C	11	fd	1	1	500	500
2015	a	heavy	mer2	1C	11	fd	1	2	500	500
2015	a	heavy	mer2	1C	11	fd	10	1	500	500
2015	a	heavy	mer2	1C	11	fd	50	1	500	500
2015	a	heavy	mer2	1C	11	fd	50	2	500	500
2015	a	heavy	mer2	1C	11	fd	100	1	500	500
2015	a	heavy	mer2	1C	11	fp	0	1	1834	1967
2015	a	heavy	mer2	1C	11	fp	0	2	2152	2254
2015	a	heavy	mer2	1C	11	fp	0.01	1	1936	1932
2015	a	heavy	mer2	1C	11	fp	0.01	2	1783	1785
2015	a	heavy	mer2	1C	11	fp	0.05	1	1722	1764
2015	a	heavy	mer2	1C	11	fp	0.1	1	1407	1464
2015	a	heavy	mer2	1C	11	fp	0.1	2	1573	1508
2015	a	heavy	mer2	1C	11	fp	0.5	1	1228	1382
2015	a	heavy	mer2	1C	11	fp	1	1	1263	1267
2015	a	heavy	mer2	1C	11	fp	1	2	935	1008
2015	a	heavy	mer2	1C	11	fp	10	1	500	500
