
iso	pop	rep	ss	fun	mw	dis
11J047	EX	1	10000	Fp	396.72	28.20
11J047	EX	2	1000	Fp	396.72	20.10
11J047	EX	2	10000	Fp	396.72	33.80
11J048	EX	1	1000	Fp	396.72	28.10
11J048	EX	2	1000	Fp	396.72	29.00
11J052	EX	1	1000	Fp	396.72	55.90
11J052	EX	1	100	Fp	396.72	25.70
11J052	EX	2	1000	Fp	396.72	65.00
11J052	EX	2	100	Fp	396.72	22.80
11J053	EX	1	1000	Fp	396.72	15.00
11J053	EX	1	10000	Fp	396.72	65.00
11J053	EX	2	1000	Fp	396.72	65.00
11J053	EX	2	10000	Fp	396.72	65.00
11J054	EX	1	1000	Fp	396.72	65.00
11J054	EX	1	100	Fp	396.72	21.10
11J054	EX	2	1000	Fp	396.72	26.50
11J054	EX	2	100	Fp	396.72	20.50
